Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Taxonomic ID	ANI Check status	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Annotation Release Date	Assembly Stats Total Number of Chromosomes	Assembly Stats Number of Contigs	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Assembly Stats GC Percent	Annotation BUSCO Complete	Annotation BUSCO Single Copy	Annotation BUSCO Duplicated	Annotation BUSCO Fragmented	Annotation BUSCO Missing	Annotation BUSCO Lineage	Assembly Sequencing Tech	Assembly Submitter	Assembly BioProject Accession	Assembly BioSample Accession	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene	CheckM marker set	CheckM completeness	CheckM contamination
ASM4268336v1	GCA_042683365.1	GCF_042683365.1	Halomonas organivorans	257772	OK		CCM 7142					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-10-01		5	Contig	2024-10-06	JBHUJL01	5	66							PacBio	Institution of Microbiology, Chinese Academy of Science(WDCM)	PRJNA595761	SAMN43282491	4622	4494	37	Halomonas	99.72	3.18
ASM4268336v1	GCF_042683365.1	GCA_042683365.1	Halomonas organivorans	257772	OK		CCM 7142					GCF_042683365.1-RS_2025_11_20	2025-11-20		5	Contig	2024-10-06	JBHUJL01	5	66							PacBio	Institution of Microbiology, Chinese Academy of Science(WDCM)	PRJNA595761	SAMN43282491	4620	4489	40	Halomonas	99.72	3.18
ASM4265256v1	GCA_042652565.1	GCF_042652565.1	Halomonas beimenensis	475662	OK		KCTC 22876					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-09-30		6	Contig	2024-10-05	JBHSJU01	6	67.5							PacBio	Institution of Microbiology, Chinese Academy of Science(WDCM)	PRJNA595761	SAMN43282928	4033	3883	59	Halomonas	99.87	5.99
ASM4265256v1	GCF_042652565.1	GCA_042652565.1	Halomonas beimenensis	475662	OK		KCTC 22876					GCF_042652565.1-RS_2026_03_02	2026-03-02		6	Contig	2024-10-05	JBHSJU01	6	67.5							PacBio	Institution of Microbiology, Chinese Academy of Science(WDCM)	PRJNA595761	SAMN43282928	4034	3887	56	Halomonas	99.87	5.99
ASM5478329v1	GCA_054783295.1	GCF_054783295.1	Halomonas shantousis	1341689	OK		JCM 19368					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	2025-04-26		31	Contig	2025-04-29	BAAGQV01	31	61.5							BGISEQ	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	PRJDB10510	SAMD00809356	3714	3636		Halomonas	98.4	2.5
ASM5478329v1	GCF_054783295.1	GCA_054783295.1	Halomonas shantousis	1341689	OK		JCM 19368					GCF_054783295.1-RS_2026_01_28	2026-01-28		31	Contig	2025-04-29	BAAGQV01	31	61.5							BGISEQ	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	PRJDB10510	SAMD00809356	3701	3603	17	Halomonas	98.4	2.5
CIP111877T	GCA_965138175.1	GCF_965138175.1	Halomonas casei	2742613	OK		type strain: CIP111877			CIP111877T		Annotation submitted by Collection de l'Institut Pasteur	2025-02-12		47	Scaffold	2025-02-13	CBCSBM01	44	54							Illumina NextSeq 500	Collection de l'Institut Pasteur	PRJEB85433	SAMEA117660655	3628	3549	8	Halomonas	98.85	1.75
CIP111877T	GCF_965138175.1	GCA_965138175.1	Halomonas casei	2742613	OK		CIP111877T			CIP111877T		GCF_965138175.1-RS_2026_02_14	2026-02-14		47	Scaffold	2025-02-13	CBCSBM01	44	54							Illumina NextSeq 500	Collection de l'Institut Pasteur	PRJEB85433	SAMEA117660655	3635	3503	55	Halomonas	98.85	1.75
ASM1489797v1	GCA_014897975.1	GCF_014897975.1	Halomonas casei	2742613	OK		FME64								48	Contig	2020-10-19	JABUYY01	48	54							Illumina HiSeq	INRA	PRJNA501839	SAMN15150960				Halomonas	98.85	1.75
ASM1489797v1	GCF_014897975.1	GCA_014897975.1	Halomonas casei	2742613	OK		FME64					GCF_014897975.1-RS_2025_12_10	2025-12-10		48	Contig	2020-10-19	JABUYY01	48	54							Illumina HiSeq	INRA	PRJNA501839	SAMN15150960	3609	3502	48	Halomonas	98.85	1.75
CIP111708T	GCA_965137645.1	GCF_965137645.1	Halomonas lysinitropha	2607506	OK		type strain: CIP111708			CIP111708T		Annotation submitted by Collection de l'Institut Pasteur	2025-02-11		44	Scaffold	2025-03-19	CBCSAG01	40	65							Illumina NextSeq 500	Collection de l'Institut Pasteur	PRJEB85433	SAMEA117660634	3566	3489	1	Halomonas	99.52	2.36
CIP111708T	GCF_965137645.1	GCA_965137645.1	Halomonas lysinitropha	2607506	OK		CIP111708T			CIP111708T		GCF_965137645.1-RS_2025_03_20	2025-03-20		44	Scaffold	2025-03-19	CBCSAG01	40	65							Illumina NextSeq 500	Collection de l'Institut Pasteur	PRJEB85433	SAMEA117660634	3595	3473	46	Halomonas	99.52	2.36
ASM3952262v1	GCA_039522625.1	GCF_039522625.1	Halomonas beimenensis	475662	OK		JCM 16084					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	2024-02-01		66	Contig	2024-02-23	BAAADT01	66	68.5							MGISEQ-2000	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	PRJDB10510	SAMD00644967	3758	3679		Halomonas	99.61	2.22
ASM3952262v1	GCF_039522625.1	GCA_039522625.1	Halomonas beimenensis	475662	OK		JCM 16084					GCF_039522625.1-RS_2024_05_10	2024-05-10		66	Contig	2024-02-23	BAAADT01	66	68.5							MGISEQ-2000	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	PRJDB10510	SAMD00644967	3774	3651	46	Halomonas	99.61	2.22
ASM4243332v1	GCA_042433325.1	GCF_042433325.1	Halomonas organivorans	257772	OK		CCM 7142					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-09-23		104	Scaffold	2024-09-28	JBHLVM01	102	66							Illumina	Institution of Microbiology, Chinese Academy of Science(WDCM)	PRJNA595761	SAMN43281594	4507	4418	20	Halomonas	99.85	2.09
ASM4243332v1	GCF_042433325.1	GCA_042433325.1	Halomonas organivorans	257772	OK		CCM 7142					GCF_042433325.1-RS_2025_09_29	2025-09-29		104	Scaffold	2024-09-28	JBHLVM01	102	66							Illumina	Institution of Microbiology, Chinese Academy of Science(WDCM)	PRJNA595761	SAMN43281594	4507	4396	42	Halomonas	99.85	2.09
IMG-taxon 2617270933 annotated assembly	GCA_900116405.1	GCF_900116405.1	Halomonas saccharevitans	416872	OK		CGMCC 1.6493					Annotation submitted by DOE - JOINT GENOME INSTITUTE	2016-11-02		94	Scaffold	2016-11-02	FPAQ01	90	67							Illumina HiSeq 2500-1TB	DOE - JOINT GENOME INSTITUTE	PRJEB17565	SAMN04487956	3523	3442		Halomonas	99.77	0.63
IMG-taxon 2617270933 annotated assembly	GCF_900116405.1	GCA_900116405.1	Halomonas saccharevitans	416872	OK		CGMCC 1.6493					GCF_900116405.1-RS_2025_05_03	2025-05-03		94	Scaffold	2016-11-02	FPAQ01	90	67							Illumina HiSeq 2500-1TB	DOE - JOINT GENOME INSTITUTE	PRJEB17565	SAMN04487956	3547	3430	47	Halomonas	99.77	0.63
ASM5478203v1	GCA_054782035.1	GCF_054782035.1	Halomonas garicola	1690008	OK		JCM 30151					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	2025-04-26		78	Contig	2025-04-29	BAAGTG01	78	63.5							BGISEQ	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	PRJDB10510	SAMD00809424	2677	2612		Halomonas	98.9	2.21
ASM5478203v1	GCF_054782035.1	GCA_054782035.1	Halomonas garicola	1690008	OK		JCM 30151					GCF_054782035.1-RS_2026_01_28	2026-01-28		78	Contig	2025-04-29	BAAGTG01	78	63.5							BGISEQ	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	PRJDB10510	SAMD00809424	2717	2588	56	Halomonas	98.9	2.21
ASM4268298v1	GCA_042682985.1	GCF_042682985.1	Halomonas beimenensis	475662	OK		KCTC 22876					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-10-01		155	Scaffold	2024-10-06	JBHUIS01	81	68.5							Illumina MiSeq	Institution of Microbiology, Chinese Academy of Science(WDCM)	PRJNA595761	SAMN43282514	3787	3700	18	Halomonas	99.86	2.22
ASM4268298v1	GCF_042682985.1	GCA_042682985.1	Halomonas beimenensis	475662	OK		KCTC 22876					GCF_042682985.1-RS_2026_03_02	2026-03-02		155	Scaffold	2024-10-06	JBHUIS01	81	68.5							Illumina MiSeq	Institution of Microbiology, Chinese Academy of Science(WDCM)	PRJNA595761	SAMN43282514	3791	3675	47	Halomonas	99.86	2.22
N1T	GCA_052384555.1	GCF_052384555.1	Halomonas elongata	2746	OK		N1T					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-26		16	Contig	2025-08-31	JBQSUU01	16	63.5							Illumina	Yerevan State University	PRJNA1310524	SAMN50773409	3636	3559	11	Halomonas	99.62	0.37
N1T	GCF_052384555.1	GCA_052384555.1	Halomonas elongata	2746	OK		N1T					GCF_052384555.1-RS_2025_09_04	2025-09-04		16	Contig	2025-08-31	JBQSUU01	16	63.5							Illumina	Yerevan State University	PRJNA1310524	SAMN50773409	3636	3554	16	Halomonas	99.62	0.37
ASM1492635v1	GCA_014926355.1	GCF_014926355.1	Halomonas elongata	2746	OK		BLLS135					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2021-07-27		45	Contig	2020-10-23	JADDHN01	45	63.5							Illumina MiSeq	Instituto tecnologico de Sonroa	PRJNA669612	SAMN16456195	3833	3753	4	Halomonas	99.67	0.5
ASM1492635v1	GCF_014926355.1	GCA_014926355.1	Halomonas elongata	2746	OK		BLLS135					GCF_014926355.1-RS_2025_12_04	2025-12-04		45	Contig	2020-10-23	JADDHN01	45	63.5							Illumina MiSeq	Instituto tecnologico de Sonroa	PRJNA669612	SAMN16456195	3846	3757	13	Halomonas	99.67	0.5
ASM4040812v1	GCA_040408125.1	GCF_040408125.1	Halomonas elongata	2746	OK		DM6					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-04-14		23	Contig	2024-06-27	JARWBO01	23	63.5							Illumina NextSeq	CSIR-Institute of Himalayan Bioresource Technology	PRJNA954982	SAMN34162212	3680	3601	11	Halomonas	99.3	0.56
ASM4040812v1	GCF_040408125.1	GCA_040408125.1	Halomonas elongata	2746	OK		DM6					GCF_040408125.1-RS_2025_06_28	2025-06-28		23	Contig	2024-06-27	JARWBO01	23	63.5							Illumina NextSeq	CSIR-Institute of Himalayan Bioresource Technology	PRJNA954982	SAMN34162212	3688	3605	15	Halomonas	99.3	0.56
ASM4609814v1	GCA_046098145.1	GCF_046098145.1	Halomonas elongata	2746	OK		J2-10-5					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024-12-10		63	Scaffold	2024-12-15	JBJURK01	56	63.5							Illumina novaseq xplus	Shandong Agricultural University	PRJNA1193266	SAMN45136827	3732	3622	42	Halomonas	99.67	0.45
ASM4609814v1	GCF_046098145.1	GCA_046098145.1	Halomonas elongata	2746	OK		J2-10-5					GCF_046098145.1-RS_2025_12_16	2025-12-16		63	Scaffold	2024-12-15	JBJURK01	56	63.5							Illumina novaseq xplus	Shandong Agricultural University	PRJNA1193266	SAMN45136827	3736	3617	49	Halomonas	99.67	0.45
ASM2908100v1	GCA_029081005.1	GCF_029081005.1	Halomonas elongata	2746	Inconclusive		153B								170	Contig	2023-03-09	JAJQTQ01	170	63.5							Illumina	Eskisehir Osmangazi University Biotechnology Laboratory	PRJNA788729	SAMN24018178				Halomonas	99.8	0.96
ASM2908100v1	GCF_029081005.1	GCA_029081005.1	Halomonas elongata	2746	Inconclusive		153B					GCF_029081005.1-RS_2025_05_20	2025-05-20		170	Contig	2023-03-09	JAJQTQ01	170	63.5							Illumina	Eskisehir Osmangazi University Biotechnology Laboratory	PRJNA788729	SAMN24018178	4008	3885	51	Halomonas	99.8	0.96
ASM328720v1	GCA_003287205.1	GCF_003287205.1	Halomonas elongata	2746	OK		MH25661					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2018-06-06		117	Contig	2018-07-03	QJUB01	117	64.5							Illumina MiSeq	Universidad Nacional de San Antonio Abad	PRJNA472105	SAMN09227124	3344	3231	40	Halomonas	99.07	
ASM328720v1	GCF_003287205.1	GCA_003287205.1	Halomonas elongata	2746	OK		MH25661					GCF_003287205.1-RS_2025_12_05	2025-12-05		117	Contig	2018-07-03	QJUB01	117	64.5							Illumina MiSeq	Universidad Nacional de San Antonio Abad	PRJNA472105	SAMN09227124	3330	3230	27	Halomonas	99.07	
ASM2450512v2	GCA_024505125.2	GCF_024505125.1	Halomonas elongata	2746	OK		ml10562					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2023-06-11		683	Contig	2023-06-16	JANIAS02	683	63.5							Illumina MiSeq	CONACYT	PRJNA862055	SAMN29936603	4273	4181	36	Halomonas	95.7	6.77
ASM2450512v2	GCF_024505125.1	GCA_024505125.2	Halomonas elongata	2746	OK		ml10562					GCF_024505125.1-RS_2025_06_16	2025-06-16		683	Contig	2023-06-16	JANIAS02	683	63.5							Illumina MiSeq	CONACYT	PRJNA862055	SAMN29936603	4280	4024	198	Halomonas	95.7	6.77
ASM75817v1	GCA_000758175.1	GCF_000758175.1	Halomonas halophila	29573	OK		CIFRI 1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2014-06-19		86	Contig	2014-09-25	JOKD01	86	68							Illumina HiSeq	CSIR- Institute of Genomics and Integrative Biology	PRJNA248988	SAMN02808312	2963	2897	2	Halomonas	97.71	0.96
ASM75817v1	GCF_000758175.1	GCA_000758175.1	Halomonas halophila	29573	OK		CIFRI 1					GCF_000758175.1-RS_2025_04_07	2025-04-07		86	Contig	2014-09-25	JOKD01	86	68							Illumina HiSeq	CSIR- Institute of Genomics and Integrative Biology	PRJNA248988	SAMN02808312	3257	3163	27	Halomonas	97.71	0.96
ASM5129509v1	GCA_051295095.1	GCF_051295095.1	Halomonas cupida	44933	Inconclusive		0522KB3.1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-07-03		74	Contig	2025-07-10	JBPOEO01	74	61.5							Illumina	Institute of Oceanography	PRJNA1283557	SAMN49699946	4253	4151	31	Halomonas	99.76	2.03
ASM5129509v1	GCF_051295095.1	GCA_051295095.1	Halomonas cupida	44933	Inconclusive		0522KB3.1					GCF_051295095.1-RS_2025_07_11	2025-07-11		74	Contig	2025-07-10	JBPOEO01	74	61.5							Illumina	Institute of Oceanography	PRJNA1283557	SAMN49699946	4253	4144	38	Halomonas	99.76	2.03
ASM221110v1	GCA_002211105.1	GCF_002211105.1	Halomonas campaniensis	213554	Inconclusive		SK03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2015-01-26		105	Scaffold	2017-06-29	JPUA01	51	55							Illumina HiSeq	Pondicherry University	PRJNA257355	SAMN02950934	4442	4207	178	Halomonas	94.67	0.77
ASM221110v1	GCF_002211105.1	GCA_002211105.1	Halomonas campaniensis	213554	Inconclusive		SK03					GCF_002211105.1-RS_2025_05_28	2025-05-28		105	Scaffold	2017-06-29	JPUA01	51	55							Illumina HiSeq	Pondicherry University	PRJNA257355	SAMN02950934	4514	4403	51	Halomonas	94.67	0.77
ASM172249v1	GCA_001722495.1	GCF_001722495.1	Halomonas caseinilytica	438744	OK		K4								35	Contig	2016-09-09	LWGO01	35	63.5							Illumina MiSeq	King Abdullah University of Science and Technology (KAUST)	PRJNA313376	SAMN04520142				Halomonas	99.89	0.44
ASM172249v1	GCF_001722495.1	GCA_001722495.1	Halomonas caseinilytica	438744	OK		K4					GCF_001722495.1-RS_2025_05_19	2025-05-19		35	Contig	2016-09-09	LWGO01	35	63.5							Illumina MiSeq	King Abdullah University of Science and Technology (KAUST)	PRJNA313376	SAMN04520142	3293	3199	27	Halomonas	99.89	0.44
ASM827478v1	GCA_008274785.1	GCF_008274785.1	Halomonas eurihalina	42566	OK		MS1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2019-08-30		60	Contig	2019-09-04	VTPU01	60	63							Illumina MiniSeq	USDA	PRJNA562905	SAMN12658491	3652	3526	50	Halomonas	99.56	0.37
ASM827478v1	GCF_008274785.1	GCA_008274785.1	Halomonas eurihalina	42566	OK		MS1					GCF_008274785.1-RS_2025_05_04	2025-05-04		60	Contig	2019-09-04	VTPU01	60	63							Illumina MiniSeq	USDA	PRJNA562905	SAMN12658491	3662	3543	39	Halomonas	99.56	0.37
4-21.fasta	GCA_947496795.1	GCF_947496795.1	Halomonas alimentaria	147248	OK					4-21.fasta					35	Contig	2023-01-27	CANMEG01	35	66							Illumina HiSeq-PE150	marine college, shandong university	PRJEB57783	SAMEA112157193				Halomonas	99.08	1.39
4-21.fasta	GCF_947496795.1	GCA_947496795.1	Halomonas alimentaria	147248	OK					4-21.fasta		GCF_947496795.1-RS_2025_05_11	2025-05-11		35	Contig	2023-01-27	CANMEG01	35	66							Illumina HiSeq-PE150	marine college, shandong university	PRJEB57783	SAMEA112157193	3148	3049	27	Halomonas	99.08	1.39
ASM300299v1	GCA_003002995.1	GCF_003002995.1	Halomonas ventosae	229007	Inconclusive		USBA 854					Annotation submitted by DOE Joint Genome Institute	2018-03-15		39	Scaffold	2018-03-15	PVTM01	35	68							Illumina MiSeq	DOE Joint Genome Institute	PRJNA330473	SAMN05421865	3471	3400		Halomonas	99.51	2.08
ASM300299v1	GCF_003002995.1	GCA_003002995.1	Halomonas ventosae	229007	Inconclusive		USBA 854					GCF_003002995.1-RS_2025_09_18	2025-09-18		39	Scaffold	2018-03-15	PVTM01	35	68							Illumina MiSeq	DOE Joint Genome Institute	PRJNA330473	SAMN05421865	3490	3386	35	Halomonas	99.51	2.08
ASM436188v1	GCA_004361885.1	GCF_004361885.1	Halomonas ventosae	229007	Inconclusive		1_TX					Annotation submitted by DOE Joint Genome Institute	2019-03-22		68	Scaffold	2019-03-22	SNWH01	64	64							Illumina HiSeq	DOE Joint Genome Institute	PRJNA463104	SAMN09074690	3099	3012		Halomonas	97.22	2.48
ASM436188v1	GCF_004361885.1	GCA_004361885.1	Halomonas ventosae	229007	Inconclusive		1_TX					GCF_004361885.1-RS_2025_06_08	2025-06-08		68	Scaffold	2019-03-22	SNWH01	64	64							Illumina HiSeq	DOE Joint Genome Institute	PRJNA463104	SAMN09074690	3112	2968	76	Halomonas	97.22	2.48
ASM3176919v1	GCA_031769195.1	GCF_031769195.1	Halomonas sp. DWK9	3060155	Inconclusive		DWK9								12	Contig	2023-09-20	JAVHNP01	12	56							Illumina	EAST CHINA SEA FISHERIES RESEARCH INSTITUTE	PRJNA992788	SAMN36374727				Halomonas	98.73	0.39
ASM3176919v1	GCF_031769195.1	GCA_031769195.1	Halomonas sp. DWK9	3060155	Inconclusive		DWK9					GCF_031769195.1-RS_2024_12_18	2024-12-18		12	Contig	2023-09-20	JAVHNP01	12	56							Illumina	EAST CHINA SEA FISHERIES RESEARCH INSTITUTE	PRJNA992788	SAMN36374727	3520	3442	7	Halomonas	98.73	0.39
GFAJ1_v1	GCA_000236625.3	GCF_000236625.2	Halomonas sp. GFAJ-1	1118153	Inconclusive		GFAJ-1					Annotation submitted by Le Phung	2011-12-02		101	Contig	2011-12-02	AHBC01	101	54							Illumina GAIIx	Le Phung	PRJNA77909	SAMN00761066	3333	3265		Halomonas	99.52	0.37
GFAJ1_v1	GCF_000236625.2	GCA_000236625.3	Halomonas sp. GFAJ-1	1118153	Inconclusive		ATCC BAA-2256					GCF_000236625.2-RS_2025_08_27	2025-08-27		101	Contig	2011-12-02	AHBC01	101	54							Illumina GAIIx	Le Phung	PRJNA77909	SAMN00761066	3359	3241	45	Halomonas	99.52	0.37
ASM23572v1	GCA_000235725.2	GCF_000235725.1	Halomonas sp. HAL1	550984	Inconclusive		HAL1					Annotation submitted by Soil, Water and Environmental Science, University of Arizona	2011-10-11		102	Contig	2011-10-11	AGIB01	102	54							454 GS FLX Titanium	Soil, Water and Environmental Science, University of Arizona	PRJNA73245	SAMN02471546	4212	4144		Halomonas	99.03	1.7
ASM23572v1	GCF_000235725.1	GCA_000235725.2	Halomonas sp. HAL1	550984	Inconclusive		HAL1					GCF_000235725.1-RS_2025_08_27	2025-08-27		102	Contig	2011-10-11	AGIB01	102	54							454 GS FLX Titanium	Soil, Water and Environmental Science, University of Arizona	PRJNA73245	SAMN02471546	4139	4011	55	Halomonas	99.03	1.7
ASM21956v1	GCA_000219565.1	GCF_000219565.1	Halomonas sp. TD01	999141	Inconclusive		TD01					Annotation submitted by Dept Biological Sciences and Biotechnology, MOE Key Lab. Bioinformatics (& System Biology), School of Life Sciences, Tsinghua University, Beijing, China	2015-03-13		116	Scaffold	2011-06-29	AFQW01	25	52.5							Illumina	Dept Biological Sciences and Biotechnology, MOE Key Lab. Bioinformatics (& System Biology), School of Life Sciences, Tsinghua University, Beijing, China	PRJNA67453	SAMN02471291	3889	3827		Halomonas	99.7	0.37
ASM21956v1	GCF_000219565.1	GCA_000219565.1	Halomonas sp. TD01	999141	Inconclusive		TD01					GCF_000219565.1-RS_2024_12_27	2024-12-27		116	Scaffold	2011-06-29	AFQW01	25	52.5							Illumina	Dept Biological Sciences and Biotechnology, MOE Key Lab. Bioinformatics (& System Biology), School of Life Sciences, Tsinghua University, Beijing, China	PRJNA67453	SAMN02471291	3815	3700	49	Halomonas	99.7	0.37
ASM4014701v1	GCA_040147015.1	GCF_040147015.1	Halomonas sp. SCS19	2950870	OK		SCS19					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-06-13		15	Contig	2024-06-12	JAMSHN01	15	64							Illumina HiSeq	Ocean University of China	PRJNA844217	SAMN28797669	4238	4114	42	Halomonas	99.9	0.68
ASM4014701v1	GCF_040147015.1	GCA_040147015.1	Halomonas sp. SCS19	2950870	OK		SCS19					GCF_040147015.1-RS_2024_06_13	2024-06-13		15	Contig	2024-06-12	JAMSHN01	15	64							Illumina HiSeq	Ocean University of China	PRJNA844217	SAMN28797669	4236	4131	23	Halomonas	99.9	0.68
ASM4014703v1	GCA_040147035.1	GCF_040147035.1	Halomonas sp. H33-56	2950873	OK		H33-56					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-06-13		2	Contig	2024-06-12	JAMSHP01	2	64							Illumina HiSeq	Ocean University of China	PRJNA844217	SAMN28797672	4196	4066	48	Halomonas	99.83	0.8
ASM4014703v1	GCF_040147035.1	GCA_040147035.1	Halomonas sp. H33-56	2950873	OK		H33-56					GCF_040147035.1-RS_2024_06_13	2024-06-13		2	Contig	2024-06-12	JAMSHP01	2	64							Illumina HiSeq	Ocean University of China	PRJNA844217	SAMN28797672	4194	4086	26	Halomonas	99.83	0.8
ASM5575571v1	GCA_055755715.1	GCF_055755715.1	Halomonas sp. SL18_1	3447584	Inconclusive		SL18_1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2026-03-04		1	Contig	2026-03-09	JBVTRK01	1	66.5							Oxford Nanopore MinION	Indian Institute of Science Education and Research Kolkata	PRJNA1287240	SAMN49815069	4246	3368	799	Halomonas	65.14	1.36
ASM74439v1	GCA_000744395.1	GCF_000744395.1	Halomonas sp. TG39a	1415755	Inconclusive		TG39a								2	Contig	2014-08-28	JQLV01	2	55							Illumina HiSeq 2000; PacBio RS	DOE Joint Genome Institute	PRJNA225846	SAMN02744764				Halomonas	99.52	0.5
ASM74439v1	GCF_000744395.1	GCA_000744395.1	Halomonas sp. TG39a	1415755	Inconclusive		TG39a					GCF_000744395.1-RS_2025_08_25	2025-08-25		2	Contig	2014-08-28	JQLV01	2	55							Illumina HiSeq 2000; PacBio RS	DOE Joint Genome Institute	PRJNA225846	SAMN02744764	4581	4455	42	Halomonas	99.52	0.5
pBMC5	GCA_964204995.1	GCF_964204995.1	Halomonas sp. BMC6	3073244	Inconclusive					pBMC5					2	Contig	2024-07-27	CAXNSH01	2	58							PacBio Sequel	King Abdullah University of Science and Technology	PRJEB62849	SAMEA115873738				Halomonas	99.86	2.06
pBMC5	GCF_964204995.1	GCA_964204995.1	Halomonas sp. BMC6	3073244	Inconclusive					pBMC5		GCF_964204995.1-RS_2024_07_30	2024-07-30		2	Contig	2024-07-27	CAXNSH01	2	58							PacBio Sequel	King Abdullah University of Science and Technology	PRJEB62849	SAMEA115873738	3780	3675	21	Halomonas	99.86	2.06
ASM5237850v1	GCA_052378505.1	GCF_052378505.1	Halomonas sp. AOP29-A2-28	3457705	OK		AOP29-A2-28					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2025-08-26		2	Contig	2025-08-31	JBQSXS01	2	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700073	3668	3534	53	Halomonas	98.48	1.75
ASM5237850v1	GCF_052378505.1	GCA_052378505.1	Halomonas sp. AOP29-A2-28	3457705	OK		AOP29-A2-28					GCF_052378505.1-RS_2025_09_04	2025-09-04		2	Contig	2025-08-31	JBQSXS01	2	54							Illumina NovaSeq	French National Institute for Agriculture, Food, and Environment (INRAE)	PRJNA1308522	SAMN50700073	3668	3534	53	Halomonas	98.48	1.75
ASM233225v1	GCA_002332255.1	GCF_002332255.1	Halomonas sp. JB37	2024405	OK		JB37					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2017-08-22		2	Contig	2017-09-21	NRGW01	2	54							Pacbio; Illumina MiSeq	Dutton Lab, UCSD	PRJNA387187	SAMN07141169	3540	3380	79	Halomonas	98.5	2.87
ASM233225v1	GCF_002332255.1	GCA_002332255.1	Halomonas sp. JB37	2024405	OK		JB37					GCF_002332255.1-RS_2024_05_07	2024-05-07		2	Contig	2017-09-21	NRGW01	2	54							Pacbio; Illumina MiSeq	Dutton Lab, UCSD	PRJNA387187	SAMN07141169	3551	3427	43	Halomonas	98.5	2.87
ASM4014700v1	GCA_040147005.1	GCF_040147005.1	Halomonas sp. H10-9-1	2950871	OK		H10-9-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2022-06-13		2	Contig	2024-06-12	JAMSHO01	2	66							Illumina HiSeq	Ocean University of China	PRJNA844217	SAMN28797670	3536	3398	57	Halomonas	99.72	1.02
